"","V1","V2","V3","V4","V5","V6","V7","V8"
"40",0.158545197740113,0.0286016949152542,0.0469632768361582,0.0257768361581921,0.0681497175141243,0.493290960451977,0.0483757062146893,0.130296610169492
"41",0.0935948361469712,0.0260675273088381,0.310079443892751,0.0628103277060576,0.0499006951340616,0.2753227408143,0.0409632571996028,0.141261171797418
"42",0.0936387900355872,0.0527135231316726,0.205738434163701,0.05894128113879,0.0269128113879004,0.405916370106762,0.0278024911032028,0.128336298932384
"43",0.218128390596745,0.241636528028933,0.0174050632911392,0.150316455696203,0.155741410488246,0.0192133815551537,0.145795660036166,0.0517631103074141
"44",0.159535452322738,0.0421760391198044,0.12041564792176,0.0984107579462103,0.144865525672372,0.0812958435207824,0.0861858190709046,0.267114914425428
"45",0.174597855227882,0.0311662198391421,0.114276139410188,0.161193029490617,0.216152815013405,0.0459115281501341,0.214812332439678,0.0418900804289544
"46",0.0926423200859291,0.0969387755102041,0.063641245972073,0.166756176154672,0.176423200859291,0.0228249194414608,0.343984962406015,0.0367883995703545
"47",0.286196911196911,0.170366795366795,0.0448841698841699,0.158783783783784,0.0854247104247104,0.0333011583011583,0.166505791505792,0.0545366795366795
"48",0.156031468531469,0.196241258741259,0.0808566433566434,0.14729020979021,0.108828671328671,0.0616258741258741,0.152534965034965,0.0965909090909091
"49",0.0484660574412533,0.133975195822454,0.0778394255874674,0.0217036553524804,0.239719321148825,0.0817558746736292,0.0373694516971279,0.359171018276762
"50",0.0905236536745016,0.0857631657244868,0.0217941088961619,0.537414459982148,0.108673013983933,0.0331002677774472,0.106292770008926,0.0164385599523951
"51",0.0436987483815278,0.586210617177385,0.0290246007768666,0.0829736728528269,0.0268666378938282,0.0242770824341821,0.148144151920587,0.0588044885627967
"52",0.0920310296191819,0.0440761636107193,0.199224259520451,0.021509167842031,0.0370239774330042,0.498236953455571,0.0398448519040903,0.0680535966149506
"53",0.1375,0.038563829787234,0.111968085106383,0.0172872340425532,0.0257978723404255,0.554521276595745,0.0375,0.0768617021276596
"54",0.17695652173913,0.346231884057971,0.0192753623188406,0.103913043478261,0.098695652173913,0.0273913043478261,0.165942028985507,0.0615942028985507
"55",0.199443882709808,0.220677451971689,0.0245197168857432,0.108442871587462,0.116531850353893,0.0882204246713852,0.142821031344793,0.0993427704752275
"56",0.0590128755364807,0.11623748211731,0.194921316165951,0.0604434907010014,0.0718884120171674,0.11480686695279,0.034692417739628,0.347997138769671
"57",0.161908646003263,0.0607667210440457,0.0428221859706362,0.081973898858075,0.0672920065252855,0.0999184339314845,0.152120717781403,0.333197389885807
"58",0.07861328125,0.12158203125,0.03564453125,0.26611328125,0.21728515625,0.04345703125,0.20166015625,0.03564453125
